ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Margen_Ganancia,Categoria_Ventas,Clasificacion_Compra,Estado_Pedido,NuevaColumna
10149,23,183.94,5,4230.62,12/09/2018,1429,Shipped,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium,0.0,Pequeña,Distante,Completado,4230.62
10173,22,156.94,7,3452.68,05/11/2018,1376,Shipped,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,0.0,Pequeña,Distante,Completado,3452.68
10182,21,145.13,4,3047.73,12/11/2018,1370,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,0.0,Pequeña,Distante,Completado,3047.73
10193,22,167.06,8,3675.32,21/11/2018,1362,Shipped,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium,0.0,Pequeña,Distante,Completado,3675.32
10205,40,187.31,3,7492.4,03/12/2018,1351,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,0.0,Mediana,Distante,Completado,7492.4
10214,50,190.69,1,9534.5,26/01/2019,1298,Shipped,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Large,0.0,Mediana,Distante,Completado,9534.5
10227,29,192.38,4,5579.02,02/03/2019,1264,Shipped,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,1.630205128809232e-16,Mediana,Distante,Completado,5579.0199999999995
10244,43,138.38,8,5950.34,29/04/2019,1207,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Mediana,Distante,Completado,5950.34
10255,24,155.25,1,3726.0,04/06/2019,1172,Shipped,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,0.0,Pequeña,Distante,Completado,3726.0
10280,22,202.5,10,4455.0,17/08/2019,1099,Shipped,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,0.0,Pequeña,Distante,Completado,4455.0
10289,43,192.38,3,8272.34,03/09/2019,1083,Shipped,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Large,0.0,Mediana,Distante,Completado,8272.34
10304,20,178.88,14,3577.6,11/10/2019,1046,Shipped,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,0.0,Pequeña,Distante,Completado,3577.6
10312,25,155.25,11,3881.25,21/10/2019,1037,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,0.0,Pequeña,Distante,Completado,3881.25
10322,36,161.04,2,5797.44,04/11/2019,1024,Shipped,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,0.0,Mediana,Distante,Completado,5797.44
10332,24,52.67,1,1264.08,17/11/2019,1012,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,0.0,Pequeña,Distante,Completado,1264.08
10347,21,229.3,6,4815.3,29/11/2019,1001,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,0.0,Pequeña,Distante,Completado,4815.3
10356,30,148.74,1,4462.2,09/12/2019,992,Shipped,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,-2.038220388536884e-16,Pequeña,Distante,Completado,4462.200000000001
10367,32,94.79,7,3033.28,12/01/2020,959,Resolved,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,0.0,Pequeña,Distante,Completado,3033.28
10380,21,47.18,8,990.78,16/02/2020,925,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,990.78
10390,26,78.11,7,2030.86,04/03/2020,909,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,0.0,Pequeña,Distante,Completado,2030.86
10421,35,155.25,1,5433.75,29/05/2020,824,In Process,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,0.0,Mediana,Distante,En Proceso,5433.75
10109,26,121.44,1,3157.44,10/03/2018,1636,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,0.0,Pequeña,Distante,Completado,3157.44
10123,46,112.2,3,5161.2,20/05/2018,1566,Shipped,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Medium,0.0,Mediana,Distante,Completado,5161.2
10137,37,117.48,3,4346.76,10/07/2018,1516,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,0.0,Pequeña,Distante,Completado,4346.76
10148,27,130.68,10,3528.36,11/09/2018,1454,Shipped,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,0.0,Pequeña,Distante,Completado,3528.36
10161,23,138.6,9,3187.8,17/10/2018,1419,Shipped,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,1.4265240946309808e-16,Pequeña,Distante,Completado,3187.7999999999997
10172,39,154.44,7,6023.16,05/11/2018,1401,Shipped,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,0.0,Mediana,Distante,Completado,6023.16
10181,27,143.88,3,3884.76,12/11/2018,1395,Shipped,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,1.1705931663383686e-16,Pequeña,Distante,Completado,3884.7599999999998
10192,38,130.68,8,4965.84,20/11/2018,1388,Shipped,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,0.0,Pequeña,Distante,Completado,4965.84
10204,27,154.44,14,4169.88,02/12/2018,1377,Shipped,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,0.0,Pequeña,Distante,Completado,4169.88
10212,40,122.76,7,4910.4,16/01/2019,1333,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,-1.8521804777063543e-16,Pequeña,Distante,Completado,4910.400000000001
10226,24,134.64,5,3231.36,26/02/2019,1293,Shipped,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,1.4072939904141415e-16,Pequeña,Distante,Completado,3231.3599999999997
10241,44,155.76,12,6853.44,13/04/2019,1248,Shipped,Classic Cars,132,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,0.0,Mediana,Distante,Completado,6853.44
10253,37,139.92,2,5177.04,01/06/2019,1200,Cancelled,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,0.0,Mediana,Distante,Retrasado,5177.04
10266,20,141.24,3,2824.8,06/07/2019,1166,Shipped,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,0.0,Pequeña,Distante,Completado,2824.8
10278,39,110.88,3,4324.32,06/08/2019,1136,Shipped,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,0.0,Pequeña,Distante,Completado,4324.32
10287,44,114.84,1,5052.96,30/08/2019,1113,Shipped,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,0.0,Mediana,Distante,Completado,5052.96
10301,22,146.52,5,3223.44,05/10/2018,1443,Shipped,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium,0.0,Pequeña,Distante,Completado,3223.44
10311,43,122.76,10,5278.68,16/10/2019,1068,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Mediana,Distante,Completado,5278.68
10321,27,105.6,7,2851.2,04/11/2019,1050,Shipped,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,0.0,Pequeña,Distante,Completado,2851.2
10331,26,64.9,10,1687.4,17/11/2019,1038,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small,0.0,Pequeña,Distante,Completado,1687.4
10343,25,52.32,3,1308.0,24/11/2019,1032,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,0.0,Pequeña,Distante,Completado,1308.0
10366,49,125.4,2,6144.6,10/01/2020,986,Shipped,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium,0.0,Mediana,Distante,Completado,6144.6
10379,29,176.8,5,5127.2,10/02/2020,956,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,-1.7738623454769235e-16,Mediana,Distante,Completado,5127.200000000001
10407,41,155.76,12,6386.16,22/04/2020,885,On Hold,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,0.0,Mediana,Distante,En Proceso,6386.16
10419,55,139.92,2,7695.6,17/05/2020,861,Shipped,Classic Cars,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Large,1.1818372859464215e-16,Mediana,Distante,Completado,7695.599999999999
10103,27,83.07,12,2242.89,29/01/2018,1701,Shipped,Vintage Cars,101,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,0.0,Pequeña,Distante,Completado,2242.89
10112,23,110.43,2,2539.89,24/03/2018,1648,Shipped,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small,-1.790421439064149e-16,Pequeña,Distante,Completado,2539.8900000000003
10126,31,90.17,12,2795.27,28/05/2018,1584,Shipped,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,0.0,Pequeña,Distante,Completado,2795.27
10139,46,120.56,1,5545.76,16/07/2018,1536,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,0.0,Mediana,Distante,Completado,5545.76
10150,47,91.18,9,4285.46,19/09/2018,1472,Shipped,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,0.0,Pequeña,Distante,Completado,4285.46
10163,31,107.39,2,3329.09,20/10/2018,1442,Shipped,Vintage Cars,101,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,0.0,Pequeña,Distante,Completado,3329.09
10174,46,121.57,5,5592.22,06/11/2018,1426,Shipped,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,1.626357156501225e-16,Mediana,Distante,Completado,5592.219999999999
10183,37,89.15,9,3298.55,13/11/2018,1420,Shipped,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,0.0,Pequeña,Distante,Completado,3298.55
10193,28,93.21,1,2609.88,21/11/2018,1413,Shipped,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,1.7424071255631066e-16,Pequeña,Distante,Completado,2609.8799999999997
10206,37,90.17,7,3336.29,05/12/2018,1400,Shipped,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,0.0,Pequeña,Distante,Completado,3336.29
10215,49,112.45,4,5510.05,29/01/2019,1346,Shipped,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium,0.0,Mediana,Distante,Completado,5510.05
10228,24,104.35,3,2504.4,10/03/2019,1307,Shipped,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,1.815793606797892e-16,Pequeña,Distante,Completado,2504.3999999999996
10244,30,117.52,1,3525.6,29/04/2019,1258,Shipped,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,0.0,Pequeña,Distante,Completado,3525.6
10257,50,88.14,1,4407.0,14/06/2019,1213,Shipped,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,0.0,Pequeña,Distante,Completado,4407.0
10270,31,96.24,10,2983.44,19/07/2019,1179,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,0.0,Pequeña,Distante,Completado,2983.44
10280,46,111.44,3,5126.24,17/08/2019,1151,Shipped,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,0.0,Mediana,Distante,Completado,5126.24
10291,47,121.57,12,5713.79,08/09/2019,1130,Shipped,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,0.0,Mediana,Distante,Completado,5713.79
10304,46,100.3,7,4613.8,11/10/2019,1098,Shipped,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,0.0,Pequeña,Distante,Completado,4613.8
10312,37,100.3,4,3711.1,21/10/2019,1089,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,0.0,Pequeña,Distante,Completado,3711.1
10322,33,106.81,12,3524.73,04/11/2019,1076,Shipped,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,0.0,Pequeña,Distante,Completado,3524.73
10347,48,100.3,9,4814.4,29/11/2019,1052,Shipped,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,0.0,Pequeña,Distante,Completado,4814.4
10357,41,87.13,6,3572.33,10/12/2019,1042,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,0.0,Pequeña,Distante,Completado,3572.33
10369,42,109.08,1,4581.36,20/01/2020,1002,Shipped,Vintage Cars,101,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Medium,0.0,Pequeña,Distante,Completado,4581.36
10391,32,45.25,6,1448.0,09/03/2020,954,Shipped,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,0.0,Pequeña,Distante,Completado,1448.0
10423,10,88.14,1,881.4,30/05/2020,873,In Process,Vintage Cars,101,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,0.0,Pequeña,Distante,En Proceso,881.4
10103,35,57.46,14,2011.1,29/01/2018,1726,Shipped,Vintage Cars,62,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,-1.1305935828314455e-16,Pequeña,Distante,Completado,2011.1000000000001
10126,46,73.7,14,3390.2,28/05/2018,1608,Shipped,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,-1.3413584770410716e-16,Pequeña,Distante,Completado,3390.2000000000003
10139,20,71.2,3,1424.0,16/07/2018,1560,Shipped,Vintage Cars,62,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,0.0,Pequeña,Distante,Completado,1424.0
10150,30,49.97,11,1499.1,19/09/2018,1496,Shipped,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,0.0,Pequeña,Distante,Completado,1499.1
10163,48,69.96,4,3358.08,20/10/2018,1466,Shipped,Vintage Cars,62,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,0.0,Pequeña,Distante,Completado,3358.08
10173,28,53.72,2,1504.16,05/11/2018,1451,Shipped,Vintage Cars,62,S18_2957,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,1.511632242867993e-16,Pequeña,Distante,Completado,1504.1599999999999
10183,39,68.08,11,2655.12,13/11/2018,1444,Shipped,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small,0.0,Pequeña,Distante,Completado,2655.12
10193,24,51.84,3,1244.16,21/11/2018,1437,Shipped,Vintage Cars,62,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,0.0,Pequeña,Distante,Completado,1244.16
10206,28,67.46,9,1888.88,05/12/2018,1424,Shipped,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,1.2037486523401806e-16,Pequeña,Distante,Completado,1888.8799999999999
10215,31,58.71,6,1820.01,29/01/2019,1370,Shipped,Vintage Cars,62,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Small,0.0,Pequeña,Distante,Completado,1820.01
10228,45,63.71,5,2866.95,10/03/2019,1331,Shipped,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small,0.0,Pequeña,Distante,Completado,2866.95
10244,24,58.09,3,1394.16,29/04/2019,1282,Shipped,Vintage Cars,62,S18_2957,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,0.0,Pequeña,Distante,Completado,1394.16
10257,49,53.72,3,2632.28,14/06/2019,1237,Shipped,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,1.7275797061348491e-16,Pequeña,Distante,Completado,2632.2799999999997
10269,32,63.08,1,2018.56,16/07/2019,1206,Shipped,Vintage Cars,62,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,0.0,Pequeña,Distante,Completado,2018.56
10280,43,68.71,5,2954.53,17/08/2019,1175,Shipped,Vintage Cars,62,S18_2957,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,1.539152930877209e-16,Pequeña,Distante,Completado,2954.5299999999997
10291,37,50.59,14,1871.83,08/09/2019,1154,Shipped,Vintage Cars,62,S18_2957,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,-1.2147132776119203e-16,Pequeña,Distante,Completado,1871.8300000000002
10304,24,64.96,9,1559.04,11/10/2019,1122,Shipped,Vintage Cars,62,S18_2957,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small,0.0,Pequeña,Distante,Completado,1559.04
10312,35,53.72,6,1880.2,21/10/2019,1113,Shipped,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,0.0,Pequeña,Distante,Completado,1880.2
10322,41,29.87,13,1224.67,04/11/2019,1100,Shipped,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,0.0,Pequeña,Distante,Completado,1224.67
10332,26,114.58,17,2979.08,17/11/2019,1088,Shipped,Vintage Cars,62,S18_2957,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,0.0,Pequeña,Distante,Completado,2979.08
10347,34,64.96,10,2208.64,29/11/2019,1077,Shipped,Vintage Cars,62,S18_2957,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,0.0,Pequeña,Distante,Completado,2208.64
10357,49,70.58,5,3458.42,10/12/2019,1067,Shipped,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,0.0,Pequeña,Distante,Completado,3458.42
10369,28,44.21,6,1237.88,20/01/2020,1027,Shipped,Vintage Cars,62,S18_2957,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,0.0,Pequeña,Distante,Completado,1237.88
10392,37,59.96,3,2218.52,10/03/2020,978,Shipped,Vintage Cars,62,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small,0.0,Pequeña,Distante,Completado,2218.52
10423,31,53.72,3,1665.32,30/05/2020,898,In Process,Vintage Cars,62,S18_2957,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,0.0,Pequeña,Distante,En Proceso,1665.32
10106,41,83.44,18,3421.04,17/02/2018,1732,Shipped,Ships,86,S18_3029,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,0.0,Pequeña,Distante,Completado,3421.04
10119,21,89.46,9,1878.66,28/04/2018,1663,Shipped,Ships,86,S18_3029,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,1.2102971024199804e-16,Pequeña,Distante,Completado,1878.6599999999999
10130,40,96.34,2,3853.6,16/06/2018,1615,Shipped,Ships,86,S18_3029,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Medium,-1.1800585190119995e-16,Pequeña,Distante,Completado,3853.6000000000004
10143,46,74.84,13,3442.64,10/08/2018,1561,Shipped,Ships,86,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,-1.3209262394164482e-16,Pequeña,Distante,Completado,3442.6400000000003
10155,44,79.14,11,3482.16,06/10/2018,1505,Shipped,Ships,86,S18_3029,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,0.0,Pequeña,Distante,Completado,3482.16
10167,46,73.12,7,3363.52,23/10/2018,1489,Cancelled,Ships,86,S18_3029,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,-1.3519983555515178e-16,Pequeña,Distante,Retrasado,3363.5200000000004
10178,41,81.72,10,3350.52,08/11/2018,1474,Shipped,Ships,86,S18_3029,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,0.0,Pequeña,Distante,Completado,3350.52
10186,32,89.46,7,2862.72,14/11/2018,1469,Shipped,Ships,86,S18_3029,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small,0.0,Pequeña,Distante,Completado,2862.72
10197,46,87.74,4,4036.04,26/11/2018,1458,Shipped,Ships,86,S18_3029,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,0.0,Pequeña,Distante,Completado,4036.04
10222,49,94.62,10,4636.38,19/02/2019,1374,Shipped,Ships,86,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,0.0,Pequeña,Distante,Completado,4636.38
